Date,Price,Open,High,Low,Vol.,Change %
05/05/2023,12.295,11.7325,12.375,11.53,,0.0479
04/05/2023,11.7325,11.84,12.03,11.185,,-0.91%
03/05/2023,11.84,11.8975,12.25,11.13,,-0.48%
02/05/2023,11.8975,10.9475,12.0625,10.9475,,0.0868
28/04/2023,10.9475,11.425,11.5425,10.7875,,-4.18%
27/04/2023,11.425,11.6525,12.02,10.96,,-1.95%
26/04/2023,11.6525,11.52,11.8975,11.2975,,0.0115
25/04/2023,11.52,11.6675,11.8125,11.425,,-1.26%
24/04/2023,11.6675,11.63,12.205,11.58,,0.0032
21/04/2023,11.63,11.94,12.04,11.52,,-2.60%
20/04/2023,11.94,12.1525,12.3975,11.58,,-1.75%
19/04/2023,12.1525,12.075,12.47,11.1075,,0.0064
18/04/2023,12.075,12.265,12.525,11.8625,,-1.55%
17/04/2023,12.265,11.9075,13.2725,11.9075,,0.03
13/04/2023,11.9075,12.2725,12.51,11.84,,-2.97%
12/04/2023,12.2725,11.975,12.395,11.975,,0.0248
11/04/2023,11.975,12.2725,12.2725,11.665,,-2.42%
10/04/2023,12.2725,11.7975,12.5625,11.7975,,0.0403
06/04/2023,11.7975,12.4125,12.57,11.65,,-4.95%
05/04/2023,12.4125,12.585,12.805,12.0525,,-1.37%
03/04/2023,12.585,12.935,13.49,12.465,,-2.71%
31/03/2023,12.935,13.6275,13.6275,12.0725,,-5.08%
29/03/2023,13.6275,15.1,15.1,13.32,,-9.75%
28/03/2023,15.1,15.445,15.6075,14.865,,-2.23%
27/03/2023,15.445,15.24,16.0925,15.0975,,0.0135
24/03/2023,15.24,14.49,15.43,14.2025,,0.0518
23/03/2023,14.49,14.8075,15.0575,13.9025,,-2.14%
22/03/2023,14.8075,15.0825,15.0925,14.2425,,-1.82%
21/03/2023,15.0825,16.0075,16.035,14.0825,,-5.78%
20/03/2023,16.0075,14.7675,17.22,14.52,,0.084
17/03/2023,14.7675,16.2175,16.2175,14.6,,-8.94%
16/03/2023,16.2175,16.295,17.355,13.95,,-0.48%
15/03/2023,16.295,16.2175,16.505,14.5175,,0.0048
14/03/2023,16.2175,16.215,16.6425,15.0025,,0.0002
13/03/2023,16.215,13.4125,16.4275,13.4125,,0.2089
10/03/2023,13.4125,12.725,13.8175,12.725,,0.054
09/03/2023,12.725,12.45,12.8425,11.78,,0.0221
08/03/2023,12.45,12.2675,12.8475,11.8975,,0.0149
06/03/2023,12.2675,12.18,12.4725,11.8375,,0.0072
03/03/2023,12.18,12.97,12.97,11.98,,-6.09%
02/03/2023,12.97,12.995,13.55,11.1,,-0.19%
01/03/2023,12.995,14.02,14.02,12.275,,-7.31%
28/02/2023,14.02,13.875,14.5675,13.5,,0.0105
27/02/2023,13.875,14.185,15.0975,13.75,,-2.19%
24/02/2023,14.185,15.075,15.1425,14.0075,,-5.90%
23/02/2023,15.075,15.5875,16.01,14.5175,,-3.29%
22/02/2023,15.5875,14.0075,15.915,12.3775,,0.1128
21/02/2023,14.0075,13.3825,14.295,13.3825,,0.0467
20/02/2023,13.3825,13.085,13.7075,10.9225,,0.0227
17/02/2023,13.085,12.89,13.52,10.8025,,0.0151
16/02/2023,12.89,12.86,13.1625,10.1725,,0.0023
15/02/2023,12.86,13.4525,13.4525,11.28,,-4.40%
14/02/2023,13.4525,13.68,13.68,12.4525,,-1.66%
13/02/2023,13.68,12.745,14.095,11.83,,0.0734
10/02/2023,12.745,13.04,13.2775,12.2075,,-2.26%
09/02/2023,13.04,13.595,13.815,12.0625,,-4.08%
08/02/2023,13.595,14.125,14.2475,13.535,,-3.75%
07/02/2023,14.125,14.6875,14.875,13.665,,-3.83%
06/02/2023,14.6875,14.3975,15.205,14.185,,0.0201
03/02/2023,14.3975,15.7325,15.7575,14.27,,-8.49%
02/02/2023,15.7325,16.78,17.7675,15.5075,,-6.24%
01/02/2023,16.78,16.875,18.54,14.8475,,-0.56%
31/01/2023,16.875,17.71,18.3675,16.565,,-4.71%
30/01/2023,17.71,17.32,19.39,17.29,,0.0225
27/01/2023,17.32,14.655,18.0125,14.5825,,0.1818
25/01/2023,14.655,13.6575,15.4225,13.5175,,0.073
24/01/2023,13.6575,13.6175,13.81,13.3,,0.0029
23/01/2023,13.6175,13.7875,14.26,13.48,,-1.23%
20/01/2023,13.7875,13.96,14.185,11.6425,,-1.24%
19/01/2023,13.96,14.3725,14.8325,13.8925,,-2.87%
18/01/2023,14.3725,14.59,14.75,12.4725,,-1.49%
17/01/2023,14.59,15.0225,15.31,13.84,,-2.88%
16/01/2023,15.0225,14.46,15.3625,14.46,,0.0389
13/01/2023,14.46,15.275,15.6025,14.395,,-5.34%
12/01/2023,15.275,15.435,16.0425,14.4175,,-1.04%
11/01/2023,15.435,15.51,16.225,15.115,,-0.48%
10/01/2023,15.51,14.6525,15.935,14.5625,,0.0585
09/01/2023,14.6525,15.025,15.3775,14.53,,-2.48%
06/01/2023,15.025,14.9825,15.4375,14.6225,,0.0028
05/01/2023,14.9825,15.1975,15.6,14.8125,,-1.41%
04/01/2023,15.1975,14.385,15.6825,14.33,,0.0565
03/01/2023,14.385,14.685,14.99,14.305,,-2.04%
02/01/2023,14.685,14.8675,15.4525,14.5675,,-1.23%
30/12/2022,14.8675,14.8125,15.115,14.2825,,0.0037
29/12/2022,14.8125,15.395,15.77,14.71,,-3.78%
28/12/2022,15.395,15.29,15.6475,15.2725,,0.0069
27/12/2022,15.29,15.9325,16.1325,14.925,,-4.03%
26/12/2022,15.9325,16.16,17.23,14.3075,,-1.41%
23/12/2022,16.16,15.1875,16.48,14.4825,,0.064
22/12/2022,15.1875,15.5625,16.3,14.44,,-2.41%
21/12/2022,15.5625,13.78,16.01,12.4625,,0.1294
20/12/2022,13.78,13.5525,14.9225,13.04,,0.0168
19/12/2022,13.5525,14.07,14.4875,13.5,,-3.68%
16/12/2022,14.07,13.7325,14.22,12.4925,,0.0246
15/12/2022,13.7325,12.885,13.8825,12.5875,,0.0658
14/12/2022,12.885,12.8825,13.0825,11.5275,,0.0002
13/12/2022,12.8825,13.3175,13.5775,11.4325,,-3.27%
12/12/2022,13.3175,13.4775,14.15,12.5275,,-1.19%
09/12/2022,13.4775,13.3975,13.9625,11.9125,,0.006
08/12/2022,13.3975,14.0775,14.89,13.26,,-4.83%
07/12/2022,14.0775,14.0425,14.4625,13.795,,0.0025
06/12/2022,14.0425,13.7325,14.2525,12.18,,0.0226
05/12/2022,13.7325,13.45,14.4175,13.45,,0.021
02/12/2022,13.45,13.36,14.0925,12.96,,0.0067
01/12/2022,13.36,13.8075,14.23,12.985,,-3.24%
30/11/2022,13.8075,13.615,14.05,12.7525,,0.0141
29/11/2022,13.615,13.565,14.62,12.4075,,0.0037
28/11/2022,13.565,13.3325,14.0575,12.41,,0.0174
25/11/2022,13.3325,13.4775,15.7725,12.7725,,-1.08%
24/11/2022,13.4775,14.0425,14.0425,12.9975,,-4.02%
23/11/2022,14.0425,13.8425,14.3275,11.875,,0.0144
22/11/2022,13.8425,14.7975,16.2725,13.32,,-6.45%
21/11/2022,14.7975,14.39,15.5475,13.3625,,0.0283
18/11/2022,14.39,14.8775,15.6925,13.86,,-3.28%
17/11/2022,14.8775,15.1,16.2625,13.09,,-1.47%
16/11/2022,15.1,14.635,15.5325,13.9275,,0.0318
15/11/2022,14.635,14.91,15.015,13.8275,,-1.84%
14/11/2022,14.91,14.405,15.27,12.555,,0.0351
11/11/2022,14.405,15.5675,15.5675,14.2775,,-7.47%
10/11/2022,15.5675,15.915,16.2925,15.4925,,-2.18%
09/11/2022,15.915,15.585,16.0675,15.0175,,0.0212
07/11/2022,15.585,15.655,16.355,15.2775,,-0.45%
04/11/2022,15.655,15.9425,16.2075,15.4825,,-1.80%
03/11/2022,15.9425,16.6625,16.7325,14.985,,-4.32%
02/11/2022,16.6625,16.13,16.855,14.68,,0.033
01/11/2022,16.13,15.8025,16.2025,15.1075,,0.0207
31/10/2022,15.8025,15.9225,16.63,15.07,,-0.75%
28/10/2022,15.9225,16.5975,17.0375,15.8475,,-4.07%
27/10/2022,16.5975,16.88,17.07,14.79,,-1.67%
25/10/2022,16.88,17.4225,17.6175,16.49,,-3.11%
24/10/2022,17.4225,17.28,17.6725,17.07,,0.0082
21/10/2022,17.28,17.2325,17.4275,16.585,,0.0028
20/10/2022,17.2325,17.4875,17.7625,15.5675,,-1.46%
19/10/2022,17.4875,17.4525,17.555,16.2275,,0.002
18/10/2022,17.4525,18.4175,18.4175,16.575,,-5.24%
17/10/2022,18.4175,18.2575,19.0775,18.2575,,0.0088
14/10/2022,18.2575,20.29,20.63,18.075,,-10.02%
13/10/2022,20.29,20.175,20.9425,18.4025,,0.0057
12/10/2022,20.175,20.49,20.885,19.885,,-1.54%
11/10/2022,20.49,19.6225,20.8175,19.09,,0.0442
10/10/2022,19.6225,18.8125,20.34,18.8125,,0.0431
07/10/2022,18.8125,19.315,19.725,18.6875,,-2.60%
06/10/2022,19.315,19.57,20.02,18.585,,-1.30%
04/10/2022,19.57,21.365,21.365,19.4475,,-8.40%
03/10/2022,21.365,19.9675,21.68,19.9675,,0.07
30/09/2022,19.9675,21.3025,21.9875,19.6975,,-6.27%
29/09/2022,21.3025,22.095,22.2875,21.065,,-3.59%
28/09/2022,22.095,21.5675,22.3625,21.49,,0.0245
27/09/2022,21.5675,21.8925,22.2925,20.7875,,-1.48%
26/09/2022,21.8925,20.5925,22.8975,18.805,,0.0631
23/09/2022,20.5925,18.815,20.8125,17.345,,0.0945
22/09/2022,18.815,19.325,20.1375,17.4075,,-2.64%
21/09/2022,19.325,18.7975,20.29,18.305,,0.0281
20/09/2022,18.7975,19.94,19.94,18.1125,,-5.73%
19/09/2022,19.94,19.8225,21.205,16.4725,,0.0059
16/09/2022,19.8225,18.3925,20.2425,18.3,,0.0777
15/09/2022,18.3925,18.2775,19.215,16.78,,0.0063
14/09/2022,18.2775,17.47,18.565,17.26,,0.0462
13/09/2022,17.47,17.9375,17.9375,16.8575,,-2.61%
12/09/2022,17.9375,17.7175,18.3825,16.3925,,0.0124
09/09/2022,17.7175,18.305,18.51,16.545,,-3.21%
08/09/2022,18.305,19.3675,19.3675,17.3025,,-5.49%
07/09/2022,19.3675,19.525,20.175,18.2775,,-0.81%
06/09/2022,19.525,19.6625,20,18.645,,-0.70%
05/09/2022,19.6625,19.55,20.29,19.45,,0.0058
02/09/2022,19.55,19.8725,20.1425,17.4025,,-1.62%
01/09/2022,19.8725,18.7,20.9875,18.105,,0.0627
30/08/2022,18.7,19.8225,19.8225,17.2575,,-5.66%
29/08/2022,19.8225,18.215,21.205,18.215,,0.0883
26/08/2022,18.215,19.57,19.57,15.825,,-6.92%
25/08/2022,19.57,18.43,20.215,17.275,,0.0619
24/08/2022,18.43,19.05,19.3425,17.9875,,-3.25%
23/08/2022,19.05,19.0375,19.59,18.1775,,0.0007
22/08/2022,19.0375,18.285,19.295,17.2,,0.0412
19/08/2022,18.285,17.35,18.5675,16.875,,0.0539
18/08/2022,17.35,17.6775,18.44,16.715,,-1.85%
17/08/2022,17.6775,17.685,17.7875,16.5475,,-0.04%
16/08/2022,17.685,17.6075,18.355,17.005,,0.0044
12/08/2022,17.6075,18.355,18.525,17.41,,-4.07%
11/08/2022,18.355,19.5875,19.5875,18.2,,-6.29%
10/08/2022,19.5875,19.3025,20.77,18.8575,,0.0148
08/08/2022,19.3025,18.915,20.18,17.78,,0.0205
05/08/2022,18.915,19.2575,19.39,18.0075,,-1.78%
04/08/2022,19.2575,18.45,21.06,17.625,,0.0438
03/08/2022,18.45,18.53,19.1725,17.95,,-0.43%
02/08/2022,18.53,17.485,18.755,17.485,,0.0598
01/08/2022,17.485,16.55,17.625,15.8925,,0.0565
29/07/2022,16.55,17.0125,18.645,16.49,,-2.72%
28/07/2022,17.0125,18.13,18.13,16.8375,,-6.16%
27/07/2022,18.13,18.17,18.635,17.7525,,-0.22%
26/07/2022,18.17,17.68,18.2675,17.355,,0.0277
25/07/2022,17.68,16.65,17.9075,16.1775,,0.0619
22/07/2022,16.65,16.8575,16.9625,16.1625,,-1.23%
21/07/2022,16.8575,16.8225,17.2075,15.9725,,0.0021
20/07/2022,16.8225,17.2025,17.2725,15.6575,,-2.21%
19/07/2022,17.2025,17.16,17.6675,16.3525,,0.0025
18/07/2022,17.16,17.5975,18.1825,16.47,,-2.49%
15/07/2022,17.5975,18.34,18.34,17.53,,-4.05%
14/07/2022,18.34,18.52,18.69,17.75,,-0.97%
13/07/2022,18.52,18.5475,18.7625,17.735,,-0.15%
12/07/2022,18.5475,18.3675,18.6375,17.3,,0.0098
11/07/2022,18.3675,18.395,19.215,16.6475,,-0.15%
08/07/2022,18.395,19.2025,19.2025,18.22,,-4.21%
07/07/2022,19.2025,20.2675,20.2675,19.0125,,-5.25%
06/07/2022,20.2675,20.7875,20.7875,19.8225,,-2.50%
05/07/2022,20.7875,20.9725,20.9925,20.235,,-0.88%
04/07/2022,20.9725,21.25,22.2475,20.9225,,-1.31%
01/07/2022,21.25,21.84,22.43,21.1425,,-2.70%
30/06/2022,21.84,21.9,22.2725,21.5375,,-0.27%
29/06/2022,21.9,21.45,22.085,21.45,,0.021
28/06/2022,21.45,21.005,21.68,20.5125,,0.0212
27/06/2022,21.005,20.55,21.12,19.545,,0.0221
24/06/2022,20.55,20.88,21.2725,18.6825,,-1.58%
23/06/2022,20.88,21.3,21.71,18.355,,-1.97%
22/06/2022,21.3,21.1425,21.785,19.32,,0.0074
21/06/2022,21.1425,22.4125,22.4125,20.48,,-5.67%
20/06/2022,22.4125,22.7575,23.635,16.0025,,-1.52%
17/06/2022,22.7575,22.8675,23.69,18.0225,,-0.48%
16/06/2022,22.8675,22.1475,28.13,19.7475,,0.0325
15/06/2022,22.1475,21.8875,22.365,20.95,,0.0119
14/06/2022,21.8875,22.365,22.635,18.9475,,-2.14%
13/06/2022,22.365,19.575,22.8025,19.575,,0.1425
10/06/2022,19.575,19.14,19.755,18.255,,0.0227
09/06/2022,19.14,19.8375,19.8375,18.155,,-3.52%
08/06/2022,19.8375,20.425,20.6875,19.3875,,-2.88%
07/06/2022,20.425,20.2025,21.07,19.4325,,0.011
06/06/2022,20.2025,19.975,20.6825,18.65,,0.0114
03/06/2022,19.975,20.32,20.32,18.735,,-1.70%
02/06/2022,20.32,20.845,20.9975,18.3825,,-2.52%
01/06/2022,20.845,20.4775,21.3375,18.23,,0.0179
31/05/2022,20.4775,19.98,20.75,19.68,,0.0249
30/05/2022,19.98,21.48,21.48,19.72,,-6.98%
27/05/2022,21.48,22.7175,22.7175,21.2,,-5.45%
26/05/2022,22.7175,25.2825,25.2825,22.535,,-10.15%
25/05/2022,25.2825,25.635,25.635,24.3625,,-1.38%
24/05/2022,25.635,23.3975,25.99,23.155,,0.0956
23/05/2022,23.3975,23.1,23.975,20.5,,0.0129
20/05/2022,23.1,24.5575,24.5575,22.4425,,-5.94%
19/05/2022,24.5575,22.295,25.1475,22.295,,0.1015
18/05/2022,22.295,22.7425,23.06,21.34,,-1.97%
17/05/2022,22.7425,24.5275,24.84,17.095,,-7.28%
16/05/2022,24.5275,23.485,24.7125,21.275,,0.0444
13/05/2022,23.485,24.265,24.265,20.9675,,-3.21%
12/05/2022,24.265,22.8025,25.315,21.15,,0.0641
11/05/2022,22.8025,22.3025,24.1875,20.4825,,0.0224
10/05/2022,22.3025,22.0325,22.515,21.2175,,0.0123
09/05/2022,22.0325,21.25,22.52,18.96,,0.0368
06/05/2022,21.25,20.2925,21.81,19.3325,,0.0472
05/05/2022,20.2925,21.8775,21.8775,19.615,,-7.24%
04/05/2022,21.8775,20.2825,22.3875,18.4275,,0.0786
02/05/2022,20.2825,19.415,21.0625,19.415,,0.0447
29/04/2022,19.415,19.3775,19.6475,18.2075,,0.0019
28/04/2022,19.3775,20.605,20.605,19.0225,,-5.96%
27/04/2022,20.605,19.1875,21.365,19.1875,,0.0739
26/04/2022,19.1875,21.2575,21.2575,19.005,,-9.74%
25/04/2022,21.2575,18.3525,21.755,18.3525,,0.1583
22/04/2022,18.3525,17.8525,18.76,17.8125,,0.028
21/04/2022,17.8525,18.6725,18.6725,13.35,,-4.39%
20/04/2022,18.6725,19.775,20.265,17.835,,-5.58%
19/04/2022,19.775,19.335,20.8075,14.6275,,0.0228
18/04/2022,19.335,17.785,20.4825,17.785,,0.0872
13/04/2022,17.785,18.1575,18.4025,16.1925,,-2.05%
12/04/2022,18.1575,18.27,18.6725,15.085,,-0.62%
11/04/2022,18.27,17.6875,19.145,16.6425,,0.0329
08/04/2022,17.6875,18.9975,20.0875,17.53,,-6.90%
07/04/2022,18.9975,19.0225,19.49,17.7175,,-0.13%
06/04/2022,19.0225,18.4875,19.2825,16.81,,0.0289
05/04/2022,18.4875,17.9075,18.63,16.79,,0.0324
04/04/2022,17.9075,18.435,18.825,17.5925,,-2.86%
01/04/2022,18.435,20.56,20.855,18.12,,-10.34%
31/03/2022,20.56,20.61,20.9425,20.2125,,-0.24%
30/03/2022,20.61,21.3025,21.3025,19.73,,-3.25%
29/03/2022,21.3025,22.61,22.61,21.1025,,-5.78%
28/03/2022,22.61,23.43,24.2125,19.59,,-3.50%
25/03/2022,23.43,23.93,24.2725,22.91,,-2.09%
24/03/2022,23.93,24.7475,25.53,23.8125,,-3.30%
23/03/2022,24.7475,24.07,24.975,20.455,,0.0281
22/03/2022,24.07,24.6225,25.1575,23.76,,-2.24%
21/03/2022,24.6225,22.61,24.7125,22.61,,0.089
17/03/2022,22.61,24.1175,24.1175,20.77,,-6.25%
16/03/2022,24.1175,26.73,26.73,24.0125,,-9.77%
15/03/2022,26.73,25.6775,27.5425,23.6575,,0.041
14/03/2022,25.6775,25.345,26.2125,25.09,,0.0131
11/03/2022,25.345,25.5825,25.8725,24.58,,-0.93%
10/03/2022,25.5825,27.4675,27.4675,22.9625,,-6.86%
09/03/2022,27.4675,28.5875,28.5875,27.305,,-3.92%
08/03/2022,28.5875,29.33,30.0575,27.1125,,-2.53%
07/03/2022,29.33,27.9575,30.2775,27.9575,,0.0491
04/03/2022,27.9575,28.155,29.925,27.2225,,-0.70%
03/03/2022,28.155,29.2325,29.2325,27.2225,,-3.69%
02/03/2022,29.2325,28.57,30.8425,28.57,,0.0232
28/02/2022,28.57,26.74,29.785,26.74,,0.0684
25/02/2022,26.74,31.9825,31.9825,26.15,,-16.39%
24/02/2022,31.9825,24.5425,33.9725,24.5425,,0.3031
23/02/2022,24.5425,26.6625,26.6625,23.9075,,-7.95%
22/02/2022,26.6625,22.9025,27.815,22.9025,,0.1642
21/02/2022,22.9025,22.165,23.755,20.57,,0.0333
18/02/2022,22.165,22.005,23.21,21.635,,0.0073
17/02/2022,22.005,20.5925,22.37,19.4625,,0.0686
16/02/2022,20.5925,20.6125,21.02,19.3525,,-0.10%
15/02/2022,20.6125,22.9775,23.14,20.435,,-10.29%
14/02/2022,22.9775,18.68,23.535,18.68,,0.2301
11/02/2022,18.68,17.71,19.5325,16.855,,0.0548
10/02/2022,17.71,18.555,18.925,16.8,,-4.55%
09/02/2022,18.555,19.685,19.685,17.885,,-5.74%
08/02/2022,19.685,20.4375,20.9375,19.555,,-3.68%
07/02/2022,20.4375,18.8975,21.0825,18.1825,,0.0815
04/02/2022,18.8975,19.16,19.7775,18.595,,-1.37%
03/02/2022,19.16,18.65,19.595,17.4075,,0.0273
02/02/2022,18.65,19.9775,19.9775,18.5475,,-6.64%
01/02/2022,19.9775,21.9525,22.07,19.745,,-9.00%
31/01/2022,21.9525,20.695,22.11,20.695,,0.0608
28/01/2022,20.695,21.065,21.32,20.2825,,-1.76%
27/01/2022,21.065,21.3575,23.8675,20.4425,,-1.37%
25/01/2022,21.3575,22.825,24.1375,21.18,,-6.43%
24/01/2022,22.825,18.8875,23.9,18.8875,,0.2085
21/01/2022,18.8875,17.79,19.605,16.9825,,0.0617
20/01/2022,17.79,17.8175,18.45,17.32,,-0.15%
19/01/2022,17.8175,17.78,18.4475,15.94,,0.0021
18/01/2022,17.78,16.765,17.875,16.765,,0.0605
17/01/2022,16.765,16.555,17.5475,16.2675,,0.0127
14/01/2022,16.555,16.705,17.1,15.3425,,-0.90%
13/01/2022,16.705,17.1825,17.525,16.6075,,-2.78%
12/01/2022,17.1825,17.7575,17.925,16.5475,,-3.24%
11/01/2022,17.7575,17.6775,18.2475,16.4375,,0.0045
10/01/2022,17.6775,17.6025,18.39,15.8425,,0.0043
07/01/2022,17.6025,17.9775,18.09,16.86,,-2.09%
06/01/2022,17.9775,17.2275,18.4175,16.4,,0.0435
05/01/2022,17.2275,16.12,17.38,15.0875,,0.0687
04/01/2022,16.12,16.4525,16.675,15.71,,-2.02%
03/01/2022,16.4525,16.2225,16.81,15.4525,,0.0142
31/12/2021,16.2225,16.565,16.7675,15.4,,-2.07%
30/12/2021,16.565,16.2425,16.7875,15.2925,,0.0199
29/12/2021,16.2425,16.475,16.8625,15.8,,-1.41%
28/12/2021,16.475,17.1175,17.1175,15.2075,,-3.75%
27/12/2021,17.1175,16.1475,17.2775,15.2625,,0.0601
24/12/2021,16.1475,15.825,16.6525,15.3325,,0.0204
23/12/2021,15.825,16.58,16.58,15.68,,-4.55%
22/12/2021,16.58,17.5375,17.5375,15.69,,-5.46%
21/12/2021,17.5375,18.965,18.965,16.6275,,-7.53%
20/12/2021,18.965,16.3375,20.135,16.3375,,0.1608
17/12/2021,16.3375,15.895,16.9075,13.76,,0.0278
16/12/2021,15.895,17.2175,17.2175,15.2625,,-7.68%
15/12/2021,17.2175,16.9525,17.7125,15.7675,,0.0156
14/12/2021,16.9525,16.57,17.33,13.9375,,0.0231
13/12/2021,16.57,16.06,16.86,14.675,,0.0318
10/12/2021,16.06,16.6025,16.9325,15.21,,-3.27%
09/12/2021,16.6025,17.265,17.435,15.54,,-3.84%
08/12/2021,17.265,18.46,18.46,16.565,,-6.47%
07/12/2021,18.46,20.0775,20.0775,18.2425,,-8.06%
06/12/2021,20.0775,18.455,20.4775,18.3,,0.0879
03/12/2021,18.455,18.0875,18.8325,17.21,,0.0203
02/12/2021,18.0875,19.4475,22.965,18.0025,,-6.99%
01/12/2021,19.4475,21.1675,21.1675,18.935,,-8.13%
30/11/2021,21.1675,20.83,21.965,18.8075,,0.0162
29/11/2021,20.83,20.8025,23.82,18.8925,,0.0013
26/11/2021,20.8025,16.6625,21.3925,16.05,,0.2485
25/11/2021,16.6625,17.095,18.0725,16.0025,,-2.53%
24/11/2021,17.095,18.015,18.015,15.5775,,-5.11%
23/11/2021,18.015,17.52,20.025,16.7925,,0.0283
22/11/2021,17.52,14.8575,18.0825,13.5625,,0.1792
18/11/2021,14.8575,14.98,16.1475,12.08,,-0.82%
17/11/2021,14.98,15.195,15.4125,13.915,,-1.41%
16/11/2021,15.195,15.465,15.6825,13.58,,-1.75%
15/11/2021,15.465,15.2175,15.8425,13.4275,,0.0163
12/11/2021,15.2175,16.3525,16.3525,14.645,,-6.94%
11/11/2021,16.3525,16.305,17.285,14.645,,0.0029
10/11/2021,16.305,16.0025,16.685,15.14,,0.0189
09/11/2021,16.0025,16.34,16.615,14.6425,,-2.07%
08/11/2021,16.34,15.7475,16.925,13.99,,0.0376
04/11/2021,15.7475,16.125,16.4125,14.305,,-2.34%
03/11/2021,16.125,17.0625,17.0625,15.7,,-5.49%
02/11/2021,17.0625,17.235,17.7875,16.36,,-1.00%
01/11/2021,17.235,17.425,18.095,15.3825,,-1.09%
29/10/2021,17.425,17.9125,19.64,16.2825,,-2.72%
28/10/2021,17.9125,16.8275,18.4325,16.8125,,0.0645
27/10/2021,16.8275,16.7525,17.0325,15.4025,,0.0045
26/10/2021,16.7525,17.61,17.725,16.645,,-4.87%
25/10/2021,17.61,17.545,18.7575,14.5075,,0.0037
22/10/2021,17.545,18.035,18.035,14.355,,-2.72%
21/10/2021,18.035,18.3125,18.795,14.9075,,-1.52%
20/10/2021,18.3125,17.3825,18.865,15.2325,,0.0535
19/10/2021,17.3825,17.185,17.5425,14.235,,0.0115
18/10/2021,17.185,15.7675,17.315,14.155,,0.0899
14/10/2021,15.7675,16.1,16.285,12.6125,,-2.07%
13/10/2021,16.1,15.8475,16.22,13.38,,0.0159
12/10/2021,15.8475,16.085,16.3975,13.9375,,-1.48%
11/10/2021,16.085,15.6525,16.41,12.23,,0.0276
08/10/2021,15.6525,16.155,16.4025,15.5325,,-3.11%
07/10/2021,16.155,17.3325,17.3325,14.4525,,-6.79%
06/10/2021,17.3325,16.3975,17.59,16.1075,,0.057
05/10/2021,16.3975,16.735,17.1325,16.295,,-2.02%
04/10/2021,16.735,17.21,17.53,15.3175,,-2.76%
01/10/2021,17.21,18.4025,19.075,16.9975,,-6.48%
30/09/2021,18.4025,18.8375,19.1375,17.15,,-2.31%
29/09/2021,18.8375,18.535,19.435,16.7575,,0.0163
28/09/2021,18.535,18.0525,18.57,15.3725,,0.0267
27/09/2021,18.0525,16.9225,18.1375,13.515,,0.0668
24/09/2021,16.9225,16.6025,17.33,12.7725,,0.0193
23/09/2021,16.6025,16.4925,16.9375,10.3125,,0.0067
22/09/2021,16.4925,16.52,16.86,13.2775,,-0.17%
21/09/2021,16.52,17.4925,17.9975,13.0025,,-5.56%
20/09/2021,17.4925,15.2325,17.8075,10.2275,,0.1484
17/09/2021,15.2325,14.4125,15.65,12.1375,,0.0569
16/09/2021,14.4125,13.73,14.525,9.025,,0.0497
15/09/2021,13.73,13.575,13.875,12.37,,0.0114
14/09/2021,13.575,14.025,14.025,10.8725,,-3.21%
13/09/2021,14.025,13.9425,14.7775,11.9175,,0.0059
09/09/2021,13.9425,14.41,14.41,13.6375,,-3.24%
08/09/2021,14.41,14.895,15.0625,12.485,,-3.26%
07/09/2021,14.895,15.105,15.23,14.585,,-1.39%
06/09/2021,15.105,14.5425,15.28,14.055,,0.0387
03/09/2021,14.5425,14.24,14.645,13.58,,0.0212
02/09/2021,14.24,14.185,14.385,13.61,,0.0039
01/09/2021,14.185,14.52,15.63,13.9,,-2.31%
31/08/2021,14.52,13.3175,14.765,12.635,,0.0903
30/08/2021,13.3175,13.405,13.685,12.4025,,-0.65%
27/08/2021,13.405,13.5375,13.76,12.94,,-0.98%
26/08/2021,13.5375,13.4975,14.195,12.1125,,0.003
25/08/2021,13.4975,13.1875,13.9725,12.265,,0.0235
24/08/2021,13.1875,13.685,14.5075,13.0975,,-3.64%
23/08/2021,13.685,14.015,14.44,12.725,,-2.35%
20/08/2021,14.015,12.905,14.14,12.3475,,0.086
18/08/2021,12.905,13.4125,13.4125,11.12,,-3.78%
17/08/2021,13.4125,13.4575,13.61,12.0275,,-0.33%
16/08/2021,13.4575,12.99,13.6575,11.375,,0.036
13/08/2021,12.99,12.3725,13.1625,11.395,,0.0499
12/08/2021,12.3725,12.7125,12.8175,11.3625,,-2.67%
11/08/2021,12.7125,12.705,13.3275,10.4725,,0.0006
10/08/2021,12.705,12.605,13.0675,9.9825,,0.0079
09/08/2021,12.605,12.6075,13.11,12.03,,-0.02%
06/08/2021,12.6075,12.8725,13.1625,11.64,,-2.06%
05/08/2021,12.8725,13.2125,13.4175,11.2025,,-2.57%
04/08/2021,13.2125,13.7475,14.0575,12.65,,-3.89%
03/08/2021,13.7475,12.805,13.905,11.9625,,0.0736
02/08/2021,12.805,12.8025,13.09,11.5175,,0.0002
30/07/2021,12.8025,12.945,13.32,12.175,,-1.10%
29/07/2021,12.945,13.6925,13.6925,12.435,,-5.46%
28/07/2021,13.6925,13.2325,15.98,11.355,,0.0348
27/07/2021,13.2325,12.45,13.525,12.1025,,0.0629
26/07/2021,12.45,11.7625,12.54,10.395,,0.0584
23/07/2021,11.7625,11.885,12.115,11.5675,,-1.03%
22/07/2021,11.885,13.205,13.205,11.7175,,-10.00%
